rayon,week_start,week_end,building_type,damaged_buildings
Voznesenskyi,2026-03-23,2026-03-29,Other,1
Voznesenskyi,2026-03-23,2026-03-29,Total,3
Zaporizkyi,2026-03-23,2026-03-29,Fuel depot,1
Zaporizkyi,2026-03-23,2026-03-29,Government facilities,1
Zaporizkyi,2026-03-23,2026-03-29,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2026-03-23,2026-03-29,Road / Highway,1
Zaporizkyi,2026-03-23,2026-03-29,Total,4
Chernihivskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,1
Chernihivskyi,2026-03-16,2026-03-22,Total,1
Chuhuivskyi,2026-03-16,2026-03-22,Electricity supply system,1
Chuhuivskyi,2026-03-16,2026-03-22,Total,2
Chuhuivskyi,2026-03-16,2026-03-22,Warehouse,1
Iziumskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",1
Iziumskyi,2026-03-16,2026-03-22,Electricity supply system,1
Iziumskyi,2026-03-16,2026-03-22,Total,2
Izmailskyi,2026-03-16,2026-03-22,Government facilities,1
Izmailskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,1
Izmailskyi,2026-03-16,2026-03-22,Total,2
Kharkivskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",1
Kharkivskyi,2026-03-16,2026-03-22,Total,3
Kharkivskyi,2026-03-16,2026-03-22,Warehouse,2
Khersonskyi,2026-03-16,2026-03-22,Government facilities,1
Khersonskyi,2026-03-16,2026-03-22,"Health facility (hospital, health clinic)",1
Khersonskyi,2026-03-16,2026-03-22,Total,2
Koriukivskyi,2026-03-16,2026-03-22,Agricultural facilities,1
Koriukivskyi,2026-03-16,2026-03-22,Government facilities,1
Koriukivskyi,2026-03-16,2026-03-22,Railway,1
Koriukivskyi,2026-03-16,2026-03-22,Total,3
Kramatorskyi,2026-03-16,2026-03-22,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2026-03-16,2026-03-22,Government facilities,1
Kramatorskyi,2026-03-16,2026-03-22,Heating and water facility,1
Kramatorskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,2
Kramatorskyi,2026-03-16,2026-03-22,Total,5
Kryvorizkyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,2
Kryvorizkyi,2026-03-16,2026-03-22,Total,2
Kyiv,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,1
Kyiv,2026-03-16,2026-03-22,Total,1
Mykolaivskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",1
Mykolaivskyi,2026-03-16,2026-03-22,Total,1
Nikopolskyi,2026-03-16,2026-03-22,Agricultural facilities,1
Nikopolskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",2
Nikopolskyi,2026-03-16,2026-03-22,Fuel depot,1
Nikopolskyi,2026-03-16,2026-03-22,Government facilities,1
Nikopolskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,4
Nikopolskyi,2026-03-16,2026-03-22,Total,9
Nizhynskyi,2026-03-16,2026-03-22,Energy Infrastructure (unknown type),1
Nizhynskyi,2026-03-16,2026-03-22,Total,1
Novhorod-Siverskyi,2026-03-16,2026-03-22,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2026-03-16,2026-03-22,Government facilities,1
Novhorod-Siverskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,2
Novhorod-Siverskyi,2026-03-16,2026-03-22,Total,5
Novhorod-Siverskyi,2026-03-16,2026-03-22,Warehouse,1
Odeskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",2
Odeskyi,2026-03-16,2026-03-22,Government facilities,2
Odeskyi,2026-03-16,2026-03-22,Harbor,3
Odeskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,1
Odeskyi,2026-03-16,2026-03-22,Total,9
Odeskyi,2026-03-16,2026-03-22,Warehouse,1
Shostkynskyi,2026-03-16,2026-03-22,Total,1
Shostkynskyi,2026-03-16,2026-03-22,Warehouse,1
Sumskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",2
Sumskyi,2026-03-16,2026-03-22,Electricity supply system,1
Sumskyi,2026-03-16,2026-03-22,Energy Infrastructure (unknown type),1
Sumskyi,2026-03-16,2026-03-22,Government facilities,1
Sumskyi,2026-03-16,2026-03-22,"Health facility (hospital, health clinic)",1
Sumskyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,2
Sumskyi,2026-03-16,2026-03-22,Railway,1
Sumskyi,2026-03-16,2026-03-22,Total,9
Synelnykivskyi,2026-03-16,2026-03-22,Agricultural facilities,1
Synelnykivskyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",1
Synelnykivskyi,2026-03-16,2026-03-22,Government facilities,2
Synelnykivskyi,2026-03-16,2026-03-22,Total,4
Zaporizkyi,2026-03-16,2026-03-22,"Education facility (school, etc.)",1
Zaporizkyi,2026-03-16,2026-03-22,Electricity supply system,2
Zaporizkyi,2026-03-16,2026-03-22,"Health facility (hospital, health clinic)",2
Zaporizkyi,2026-03-16,2026-03-22,Industrial/Business/Enterprise facilities,3
Zaporizkyi,2026-03-16,2026-03-22,Total,8
Bashtanskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Bashtanskyi,2026-03-09,2026-03-15,Total,1
Bohodukhivskyi,2026-03-09,2026-03-15,"Cultural facilities (museum, theater etc.)",1
Bohodukhivskyi,2026-03-09,2026-03-15,Electricity supply system,2
Bohodukhivskyi,2026-03-09,2026-03-15,Government facilities,2
Bohodukhivskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,5
Bohodukhivskyi,2026-03-09,2026-03-15,Total,13
Bohodukhivskyi,2026-03-09,2026-03-15,Warehouse,3
Brovarskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,3
Brovarskyi,2026-03-09,2026-03-15,Total,3
Chuhuivskyi,2026-03-09,2026-03-15,Agricultural facilities,1
Chuhuivskyi,2026-03-09,2026-03-15,Electricity supply system,2
Chuhuivskyi,2026-03-09,2026-03-15,Total,4
Chuhuivskyi,2026-03-09,2026-03-15,Warehouse,1
Dniprovskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Dniprovskyi,2026-03-09,2026-03-15,Total,1
Iziumskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Iziumskyi,2026-03-09,2026-03-15,Total,1
Kamianskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Kamianskyi,2026-03-09,2026-03-15,Total,1
Kharkivskyi,2026-03-09,2026-03-15,Electricity supply system,1
Kharkivskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2026-03-09,2026-03-15,Railway,1
Kharkivskyi,2026-03-09,2026-03-15,Total,3
Khersonskyi,2026-03-09,2026-03-15,Electricity supply system,1
Khersonskyi,2026-03-09,2026-03-15,Government facilities,1
Khersonskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Khersonskyi,2026-03-09,2026-03-15,Total,3
Kramatorskyi,2026-03-09,2026-03-15,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2026-03-09,2026-03-15,"Education facility (school, etc.)",1
Kramatorskyi,2026-03-09,2026-03-15,Gas supply system,1
Kramatorskyi,2026-03-09,2026-03-15,Government facilities,2
Kramatorskyi,2026-03-09,2026-03-15,"Health facility (hospital, health clinic)",1
Kramatorskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,5
Kramatorskyi,2026-03-09,2026-03-15,Total,11
Kryvorizkyi,2026-03-09,2026-03-15,Electricity supply system,1
Kryvorizkyi,2026-03-09,2026-03-15,Fuel depot,2
Kryvorizkyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,2
Kryvorizkyi,2026-03-09,2026-03-15,Total,5
Kyiv,2026-03-09,2026-03-15,Energy Infrastructure (unknown type),1
Kyiv,2026-03-09,2026-03-15,Total,1
Nikopolskyi,2026-03-09,2026-03-15,Agricultural facilities,3
Nikopolskyi,2026-03-09,2026-03-15,"Cultural facilities (museum, theater etc.)",1
Nikopolskyi,2026-03-09,2026-03-15,"Education facility (school, etc.)",1
Nikopolskyi,2026-03-09,2026-03-15,Electricity supply system,1
Nikopolskyi,2026-03-09,2026-03-15,Fuel depot,2
Nikopolskyi,2026-03-09,2026-03-15,Government facilities,4
Nikopolskyi,2026-03-09,2026-03-15,"Health facility (hospital, health clinic)",2
Nikopolskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,6
Nikopolskyi,2026-03-09,2026-03-15,Total,20
Novhorod-Siverskyi,2026-03-09,2026-03-15,Agricultural facilities,1
Novhorod-Siverskyi,2026-03-09,2026-03-15,"Cultural facilities (museum, theater etc.)",1
Novhorod-Siverskyi,2026-03-09,2026-03-15,Government facilities,2
Novhorod-Siverskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,2
Novhorod-Siverskyi,2026-03-09,2026-03-15,Total,6
Obukhivskyi,2026-03-09,2026-03-15,"Education facility (school, etc.)",3
Obukhivskyi,2026-03-09,2026-03-15,Gas supply system,1
Obukhivskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Obukhivskyi,2026-03-09,2026-03-15,Total,5
Okhtyrskyi,2026-03-09,2026-03-15,Railway,1
Okhtyrskyi,2026-03-09,2026-03-15,Total,1
Shostkynskyi,2026-03-09,2026-03-15,Government facilities,4
Shostkynskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Shostkynskyi,2026-03-09,2026-03-15,Total,5
Sumskyi,2026-03-09,2026-03-15,"Education facility (school, etc.)",1
Sumskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,1
Sumskyi,2026-03-09,2026-03-15,Total,3
Sumskyi,2026-03-09,2026-03-15,Warehouse,1
Synelnykivskyi,2026-03-09,2026-03-15,"Education facility (school, etc.)",1
Synelnykivskyi,2026-03-09,2026-03-15,Fuel depot,1
Synelnykivskyi,2026-03-09,2026-03-15,Industrial/Business/Enterprise facilities,2
Synelnykivskyi,2026-03-09,2026-03-15,Total,4
Umanskyi,2026-03-09,2026-03-15,Government facilities,1
Umanskyi,2026-03-09,2026-03-15,Total,1
Vyshhorodskyi,2026-03-09,2026-03-15,Total,1
Vyshhorodskyi,2026-03-09,2026-03-15,Warehouse,1
Zaporizkyi,2026-03-09,2026-03-15,Electricity supply system,1
Zaporizkyi,2026-03-09,2026-03-15,Government facilities,1
Zaporizkyi,2026-03-09,2026-03-15,Total,2
Bilhorod-Dnistrovskyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",1
Bilhorod-Dnistrovskyi,2026-03-02,2026-03-08,Total,1
Bohodukhivskyi,2026-03-02,2026-03-08,Electricity supply system,2
Bohodukhivskyi,2026-03-02,2026-03-08,Industrial/Business/Enterprise facilities,1
Bohodukhivskyi,2026-03-02,2026-03-08,Road / Highway,1
Bohodukhivskyi,2026-03-02,2026-03-08,Total,4
Chuhuivskyi,2026-03-02,2026-03-08,Electricity supply system,3
Chuhuivskyi,2026-03-02,2026-03-08,Total,3
Dniprovskyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",1
Dniprovskyi,2026-03-02,2026-03-08,Total,1
Iziumskyi,2026-03-02,2026-03-08,Electricity supply system,1
Iziumskyi,2026-03-02,2026-03-08,Total,1
Kharkivskyi,2026-03-02,2026-03-08,Gas supply system,1
Kharkivskyi,2026-03-02,2026-03-08,Government facilities,1
Kharkivskyi,2026-03-02,2026-03-08,Total,2
Khersonskyi,2026-03-02,2026-03-08,Government facilities,2
Khersonskyi,2026-03-02,2026-03-08,Total,2
Kramatorskyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",2
Kramatorskyi,2026-03-02,2026-03-08,Government facilities,1
Kramatorskyi,2026-03-02,2026-03-08,Heating and water facility,2
Kramatorskyi,2026-03-02,2026-03-08,Industrial/Business/Enterprise facilities,6
Kramatorskyi,2026-03-02,2026-03-08,Total,11
Kryvorizkyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",5
Kryvorizkyi,2026-03-02,2026-03-08,Industrial/Business/Enterprise facilities,4
Kryvorizkyi,2026-03-02,2026-03-08,Telecommunications,1
Kryvorizkyi,2026-03-02,2026-03-08,Total,10
Lozivskyi,2026-03-02,2026-03-08,Railway,1
Lozivskyi,2026-03-02,2026-03-08,Total,1
Mykolaivskyi,2026-03-02,2026-03-08,Gas supply system,1
Mykolaivskyi,2026-03-02,2026-03-08,Total,1
Nikopolskyi,2026-03-02,2026-03-08,Agricultural facilities,2
Nikopolskyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",2
Nikopolskyi,2026-03-02,2026-03-08,Electricity supply system,2
Nikopolskyi,2026-03-02,2026-03-08,Gas supply system,1
Nikopolskyi,2026-03-02,2026-03-08,Government facilities,1
Nikopolskyi,2026-03-02,2026-03-08,Industrial/Business/Enterprise facilities,5
Nikopolskyi,2026-03-02,2026-03-08,Total,13
Poltavskyi,2026-03-02,2026-03-08,"Education facility (school, etc.)",1
Poltavskyi,2026-03-02,2026-03-08,Total,1
Shepetivskyi,2026-03-02,2026-03-08,Railway,1
Shepetivskyi,2026-03-02,2026-03-08,Total,1
Sumskyi,2026-03-02,2026-03-08,Fuel depot,1
Sumskyi,2026-03-02,2026-03-08,Total,1
Synelnykivskyi,2026-03-02,2026-03-08,Electricity supply system,1
Synelnykivskyi,2026-03-02,2026-03-08,Government facilities,2
Synelnykivskyi,2026-03-02,2026-03-08,Total,3
Bohodukhivskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Bohodukhivskyi,2026-02-23,2026-03-01,Electricity supply system,2
Bohodukhivskyi,2026-02-23,2026-03-01,Energy Infrastructure (unknown type),1
Bohodukhivskyi,2026-02-23,2026-03-01,Other,1
Bohodukhivskyi,2026-02-23,2026-03-01,Total,5
Chuhuivskyi,2026-02-23,2026-03-01,Agricultural facilities,1
Chuhuivskyi,2026-02-23,2026-03-01,Total,1
Dniprovskyi,2026-02-23,2026-03-01,Railway,1
Dniprovskyi,2026-02-23,2026-03-01,Total,1
Iziumskyi,2026-02-23,2026-03-01,Gas supply system,1
Iziumskyi,2026-02-23,2026-03-01,Total,1
Izmailskyi,2026-02-23,2026-03-01,"Cultural facilities (museum, theater etc.)",1
Izmailskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Izmailskyi,2026-02-23,2026-03-01,Government facilities,2
Izmailskyi,2026-02-23,2026-03-01,Harbor,1
Izmailskyi,2026-02-23,2026-03-01,"Health facility (hospital, health clinic)",2
Izmailskyi,2026-02-23,2026-03-01,Total,7
Kharkivskyi,2026-02-23,2026-03-01,"Cultural facilities (museum, theater etc.)",2
Kharkivskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",2
Kharkivskyi,2026-02-23,2026-03-01,Electricity supply system,1
Kharkivskyi,2026-02-23,2026-03-01,Gas supply system,1
Kharkivskyi,2026-02-23,2026-03-01,Government facilities,2
Kharkivskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,2
Kharkivskyi,2026-02-23,2026-03-01,Total,11
Kharkivskyi,2026-02-23,2026-03-01,Water supply system,1
Khersonskyi,2026-02-23,2026-03-01,Government facilities,1
Khersonskyi,2026-02-23,2026-03-01,Religious facilities,1
Khersonskyi,2026-02-23,2026-03-01,Total,2
Koriukivskyi,2026-02-23,2026-03-01,Electricity supply system,1
Koriukivskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Koriukivskyi,2026-02-23,2026-03-01,Total,2
Kramatorskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Kramatorskyi,2026-02-23,2026-03-01,Government facilities,1
Kramatorskyi,2026-02-23,2026-03-01,"Health facility (hospital, health clinic)",1
Kramatorskyi,2026-02-23,2026-03-01,Heating and water facility,1
Kramatorskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Kramatorskyi,2026-02-23,2026-03-01,Road / Highway,1
Kramatorskyi,2026-02-23,2026-03-01,Total,6
Kryvorizkyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Kryvorizkyi,2026-02-23,2026-03-01,Electricity supply system,1
Kryvorizkyi,2026-02-23,2026-03-01,Government facilities,2
Kryvorizkyi,2026-02-23,2026-03-01,"Health facility (hospital, health clinic)",1
Kryvorizkyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Kryvorizkyi,2026-02-23,2026-03-01,Total,6
Lubenskyi,2026-02-23,2026-03-01,Electricity supply system,1
Lubenskyi,2026-02-23,2026-03-01,Total,1
Nikopolskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Nikopolskyi,2026-02-23,2026-03-01,Government facilities,2
Nikopolskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,3
Nikopolskyi,2026-02-23,2026-03-01,Total,6
Novhorod-Siverskyi,2026-02-23,2026-03-01,Government facilities,1
Novhorod-Siverskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Novhorod-Siverskyi,2026-02-23,2026-03-01,Total,2
Obukhivskyi,2026-02-23,2026-03-01,"Cultural facilities (museum, theater etc.)",1
Obukhivskyi,2026-02-23,2026-03-01,Total,2
Obukhivskyi,2026-02-23,2026-03-01,Warehouse,1
Poltavskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Poltavskyi,2026-02-23,2026-03-01,Total,1
Romenskyi,2026-02-23,2026-03-01,Total,1
Romenskyi,2026-02-23,2026-03-01,Warehouse,1
Shostkynskyi,2026-02-23,2026-03-01,Government facilities,1
Shostkynskyi,2026-02-23,2026-03-01,Total,1
Sumskyi,2026-02-23,2026-03-01,Agricultural facilities,1
Sumskyi,2026-02-23,2026-03-01,Fuel depot,1
Sumskyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,1
Sumskyi,2026-02-23,2026-03-01,Religious facilities,1
Sumskyi,2026-02-23,2026-03-01,Total,4
Synelnykivskyi,2026-02-23,2026-03-01,Agricultural facilities,1
Synelnykivskyi,2026-02-23,2026-03-01,"Cultural facilities (museum, theater etc.)",1
Synelnykivskyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Synelnykivskyi,2026-02-23,2026-03-01,Electricity supply system,1
Synelnykivskyi,2026-02-23,2026-03-01,Total,4
Vyshhorodskyi,2026-02-23,2026-03-01,Total,1
Vyshhorodskyi,2026-02-23,2026-03-01,Warehouse,1
Zaporizkyi,2026-02-23,2026-03-01,"Education facility (school, etc.)",1
Zaporizkyi,2026-02-23,2026-03-01,Heating and water facility,1
Zaporizkyi,2026-02-23,2026-03-01,Industrial/Business/Enterprise facilities,4
Zaporizkyi,2026-02-23,2026-03-01,Total,7
Zaporizkyi,2026-02-23,2026-03-01,Water supply system,1
Boryspilskyi,2026-02-16,2026-02-22,Agricultural facilities,1
Boryspilskyi,2026-02-16,2026-02-22,Religious facilities,1
Boryspilskyi,2026-02-16,2026-02-22,Total,2
Brovarskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,3
Brovarskyi,2026-02-16,2026-02-22,Total,3
Buchanskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,2
Buchanskyi,2026-02-16,2026-02-22,Total,2
Chuhuivskyi,2026-02-16,2026-02-22,"Health facility (hospital, health clinic)",1
Chuhuivskyi,2026-02-16,2026-02-22,Total,2
Chuhuivskyi,2026-02-16,2026-02-22,Warehouse,1
Dniprovskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",1
Dniprovskyi,2026-02-16,2026-02-22,Government facilities,1
Dniprovskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Dniprovskyi,2026-02-16,2026-02-22,Total,3
Ivano-Frankivskyi,2026-02-16,2026-02-22,Heating and water facility,1
Ivano-Frankivskyi,2026-02-16,2026-02-22,Total,1
Iziumskyi,2026-02-16,2026-02-22,Electricity supply system,1
Iziumskyi,2026-02-16,2026-02-22,Total,1
Kharkivskyi,2026-02-16,2026-02-22,Agricultural facilities,1
Kharkivskyi,2026-02-16,2026-02-22,Government facilities,1
Kharkivskyi,2026-02-16,2026-02-22,Total,2
Khersonskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",2
Khersonskyi,2026-02-16,2026-02-22,Government facilities,2
Khersonskyi,2026-02-16,2026-02-22,"Health facility (hospital, health clinic)",1
Khersonskyi,2026-02-16,2026-02-22,Heating and water facility,1
Khersonskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,3
Khersonskyi,2026-02-16,2026-02-22,Road / Highway,1
Khersonskyi,2026-02-16,2026-02-22,Total,11
Khersonskyi,2026-02-16,2026-02-22,Water supply system,1
Koriukivskyi,2026-02-16,2026-02-22,Electricity supply system,1
Koriukivskyi,2026-02-16,2026-02-22,Telecommunications,1
Koriukivskyi,2026-02-16,2026-02-22,Total,2
Kramatorskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Kramatorskyi,2026-02-16,2026-02-22,Total,1
Kropyvnytskyi,2026-02-16,2026-02-22,Electricity supply system,1
Kropyvnytskyi,2026-02-16,2026-02-22,Total,1
Kryvorizkyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Kryvorizkyi,2026-02-16,2026-02-22,Total,1
Kyiv,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Kyiv,2026-02-16,2026-02-22,Total,1
Lozivskyi,2026-02-16,2026-02-22,Heating and water facility,1
Lozivskyi,2026-02-16,2026-02-22,Total,1
Luhanskyi,2026-02-16,2026-02-22,Fuel depot,1
Luhanskyi,2026-02-16,2026-02-22,Total,1
Mykolaivskyi,2026-02-16,2026-02-22,Total,1
Mykolaivskyi,2026-02-16,2026-02-22,Warehouse,1
Myrhorodskyi,2026-02-16,2026-02-22,Oil depot,1
Myrhorodskyi,2026-02-16,2026-02-22,Total,1
Nikopolskyi,2026-02-16,2026-02-22,Agricultural facilities,5
Nikopolskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",7
Nikopolskyi,2026-02-16,2026-02-22,Electricity supply system,5
Nikopolskyi,2026-02-16,2026-02-22,Gas supply system,3
Nikopolskyi,2026-02-16,2026-02-22,Government facilities,4
Nikopolskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,12
Nikopolskyi,2026-02-16,2026-02-22,Religious facilities,1
Nikopolskyi,2026-02-16,2026-02-22,Total,37
Obukhivskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",1
Obukhivskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Obukhivskyi,2026-02-16,2026-02-22,Railway,1
Obukhivskyi,2026-02-16,2026-02-22,Total,4
Obukhivskyi,2026-02-16,2026-02-22,Warehouse,1
Odeskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",1
Odeskyi,2026-02-16,2026-02-22,Gas supply system,1
Odeskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,3
Odeskyi,2026-02-16,2026-02-22,Power plant,1
Odeskyi,2026-02-16,2026-02-22,Total,8
Odeskyi,2026-02-16,2026-02-22,Warehouse,2
Okhtyrskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Okhtyrskyi,2026-02-16,2026-02-22,Total,1
Pavlohradskyi,2026-02-16,2026-02-22,Agricultural facilities,1
Pavlohradskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",1
Pavlohradskyi,2026-02-16,2026-02-22,Government facilities,1
Pavlohradskyi,2026-02-16,2026-02-22,Total,3
Poltavskyi,2026-02-16,2026-02-22,Electricity supply system,1
Poltavskyi,2026-02-16,2026-02-22,Road / Highway,1
Poltavskyi,2026-02-16,2026-02-22,Total,2
Prylutskyi,2026-02-16,2026-02-22,Total,1
Prylutskyi,2026-02-16,2026-02-22,Warehouse,1
Sevastopol,2026-02-16,2026-02-22,Gas supply system,1
Sevastopol,2026-02-16,2026-02-22,Total,1
Sumskyi,2026-02-16,2026-02-22,"Cultural facilities (museum, theater etc.)",1
Sumskyi,2026-02-16,2026-02-22,Gas supply system,2
Sumskyi,2026-02-16,2026-02-22,Government facilities,1
Sumskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,2
Sumskyi,2026-02-16,2026-02-22,Total,6
Synelnykivskyi,2026-02-16,2026-02-22,"Education facility (school, etc.)",2
Synelnykivskyi,2026-02-16,2026-02-22,Government facilities,2
Synelnykivskyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,3
Synelnykivskyi,2026-02-16,2026-02-22,Total,7
Zaporizkyi,2026-02-16,2026-02-22,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2026-02-16,2026-02-22,Road / Highway,1
Zaporizkyi,2026-02-16,2026-02-22,Total,2
Bohodukhivskyi,2026-02-09,2026-02-15,Fuel depot,1
Bohodukhivskyi,2026-02-09,2026-02-15,Gas supply system,1
Bohodukhivskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,4
Bohodukhivskyi,2026-02-09,2026-02-15,Total,6
Brovarskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,1
Brovarskyi,2026-02-09,2026-02-15,Total,2
Brovarskyi,2026-02-09,2026-02-15,Warehouse,1
Iziumskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,1
Iziumskyi,2026-02-09,2026-02-15,Total,1
Izmailskyi,2026-02-09,2026-02-15,Electricity supply system,1
Izmailskyi,2026-02-09,2026-02-15,Total,1
Kharkivskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",1
Kharkivskyi,2026-02-09,2026-02-15,Total,1
Khersonskyi,2026-02-09,2026-02-15,Electricity supply system,1
Khersonskyi,2026-02-09,2026-02-15,Fuel depot,1
Khersonskyi,2026-02-09,2026-02-15,Gas supply system,1
Khersonskyi,2026-02-09,2026-02-15,Government facilities,1
Khersonskyi,2026-02-09,2026-02-15,Total,4
Konotopskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",2
Konotopskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,1
Konotopskyi,2026-02-09,2026-02-15,Railway,2
Konotopskyi,2026-02-09,2026-02-15,Total,5
Kramatorskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",1
Kramatorskyi,2026-02-09,2026-02-15,Fuel depot,1
Kramatorskyi,2026-02-09,2026-02-15,Gas supply system,1
Kramatorskyi,2026-02-09,2026-02-15,Government facilities,1
Kramatorskyi,2026-02-09,2026-02-15,"Health facility (hospital, health clinic)",1
Kramatorskyi,2026-02-09,2026-02-15,Heating and water facility,1
Kramatorskyi,2026-02-09,2026-02-15,Industrial/Business/Enterprise facilities,8
Kramatorskyi,2026-02-09,2026-02-15,Railway,1
Kramatorskyi,2026-02-09,2026-02-15,Religious facilities,1
Kramatorskyi,2026-02-09,2026-02-15,Road / Highway,2
Kramatorskyi,2026-02-09,2026-02-15,Total,21
Kramatorskyi,2026-02-09,2026-02-15,Warehouse,3
Kryvorizkyi,2026-02-09,2026-02-15,Electricity supply system,1
Kryvorizkyi,2026-02-09,2026-02-15,Total,1
Kyiv,2026-02-09,2026-02-15,Energy Infrastructure (unknown type),1
Kyiv,2026-02-09,2026-02-15,Heating and water facility,1
Kyiv,2026-02-09,2026-02-15,Total,2
Lozivskyi,2026-02-09,2026-02-15,Total,1
Lozivskyi,2026-02-09,2026-02-15,Warehouse,1
Nikopolskyi,2026-02-09,2026-02-15,Agricultural facilities,1
Nikopolskyi,2026-02-09,2026-02-15,"Education facility (school, etc.)",2
Nikopolskyi,2026-02-09,2026-02-15,Electricity supply system,1
Nikopolskyi,2026-02-09,2026-02-15,Government facilities,2
